Unnamed: 0,id,prompt,url,width,height,source_site,similarity
344975,60fac51d-5744-4ba2-9cce-c3c099330266,"'a red old man trying to sell a portrait, cheering crowd, in an old city square, in the style of beksinski, parts by edward hopper, parts by rodcenko, parts by yue minjun, intricate and epic composition, red by caravaggio, insanely quality, highly detailed, masterpiece, red light, artstation,",https://krea-prod-v1-generations.s3.us-east-1.amazonaws.com/images/60fac51d-5744-4ba2-9cce-c3c099330266.png,768,512,stablediffusionweb.com,0.2744118571281433
49857,0dfade5a-92a1-467f-b47c-ab1fddfc34fc,"'portrait of a young jaguar warrior, street pic, depth of field, zeiss lens, detailed, symmetrical, centered, fashion photoshoot, b & w, by frank miller, jim jarmusch, moebius, breathtaking, 8 k resolution, extremely detailed, beautiful, establishing shot, artistic, hyperrealistic, beautiful face,",https://image.lexica.art/full_jpg/0dfade5a-92a1-467f-b47c-ab1fddfc34fc,512,768,lexica.art,0.2744115889072418
654211,b8374b65-5a7d-41d1-bc27-07967bb1c3a1,"'an astronaut in a garden on a spring day, by martine johanna and simon stalenhag and chie yoshii and casey weldon and wlop : : ornate, dynamic, particulate, rich colors, intricate, elegant, highly detailed, harper's bazaar art, fashion magazine, smooth, sharp focus,",https://image.lexica.art/full_jpg/b8374b65-5a7d-41d1-bc27-07967bb1c3a1,512,768,lexica.art,0.2744112908840179
133405,259195f8-a1b7-42c3-b5c2-c71c526ba22c,'A Roman legion fighting a demon army on a battlefield covered in corpses. The leading Roman soldier holds a banner of the Legio XII Fulminata. The word Legion is written in the middle.',https://image.lexica.art/full_jpg/259195f8-a1b7-42c3-b5c2-c71c526ba22c,512,768,lexica.art,0.2744109630584717
12782,039241a3-611d-4c83-a291-357093cf3c76,"'a cute ghost type pokemon:: by beeple and James Gilleard and Justin Gerard :: ornate, dynamic, particulate, intricate, elegant, highly detailed, centered, artstation, smooth, sharp focus, octane render, 3'",https://image.lexica.art/full_jpg/039241a3-611d-4c83-a291-357093cf3c76,512,768,lexica.art,0.2744108438491821
81042,16cbe075-d91c-48f5-ae28-45a8b4cf8669,"'wide angle shot inca calender stone carvings intricate elegant highly detailed centered digital painting artstation concept art, by lois van baarle by sung choi by john kirby artgerm style pascal blanche and magali villeneuve'",https://krea-prod-v1-generations.s3.us-east-1.amazonaws.com/images/16cbe075-d91c-48f5-ae28-45a8b4cf8669.png,512,704,stablediffusionweb.com,0.2744097113609314
197194,3775b27f-8f12-44e2-a543-69ef7b72bf56,"'Hymn Book Jackson Pomerolo, a short-order man specializing in pancakes cooked within an inch of burning to crispy edges and overloading circuits; wears Hawaiian shirts open five inches showing lots of hairy chest, portrait'",https://krea-prod-v1-generations.s3.us-east-1.amazonaws.com/images/3775b27f-8f12-44e2-a543-69ef7b72bf56.png,512,512,stablediffusionweb.com,0.2744083404541015
25089,070392b2-b159-42b4-a5b7-5387f4579397,"'portrait painting of a cybernetic Atatürk with power armor, ultra realistic, concept art, intricate details, eerie, highly detailed, photorealistic, octane render, 8 k, unreal engine. art by artgerm and greg rutkowski and alphonse mucha'",https://image.lexica.art/full_jpg/070392b2-b159-42b4-a5b7-5387f4579397,512,768,lexica.art,0.2744081616401672
617945,ae0522ce-3b65-4fc6-a43d-d846798e8afd,"'Yoo Yoonjin as a cute elven girl with long braided hair adorned with a green leaf, wearing a traditional elven outfit, set against a warm, glowing lantern-lit background, with soft, natural lighting creating a serene and magical atmosphere.'",https://image.lexica.art/full_jpg/ae0522ce-3b65-4fc6-a43d-d846798e8afd,512,768,lexica.art,0.2744075059890747
813842,e53dd1d6-e430-4d01-bb6f-62525e3bda1d,"'Mars in a cyberpunk universe with neon lights, towering skyscrapers, and a red planet in the background. Futuristic cityscape with holographic advertisements and a dramatic sky.'",https://image.lexica.art/full_jpg/e53dd1d6-e430-4d01-bb6f-62525e3bda1d,512,768,lexica.art,0.2744073569774627
458585,8118b4c2-4c52-49c9-a9b4-acbf5a10b762,"'an Instagram ad for high-quality custom-made wood furniture, featuring realistic oak wood with a detailed modern aesthetic, hygge-inspired, with a minimalist setting and warm lighting'",https://image.lexica.art/full_jpg/8118b4c2-4c52-49c9-a9b4-acbf5a10b762,512,768,lexica.art,0.2744073271751404
790550,dea40b01-3562-42b1-91d6-61ff2f5531b3,'Designed by Sony. Futuristic Nintendo DS with Overwatch on the screen. Highly detailed digital art masterpiece. Detailed render. Sleek. Slim. Minimalism. Stunning design. Designed by Dieter Rams.',https://image.lexica.art/full_jpg/dea40b01-3562-42b1-91d6-61ff2f5531b3,512,768,lexica.art,0.2744060754776001
377338,6a289f74-b09f-4c42-be9d-a5578ff9d26d,"'A football player kicking a ball on a vintage-style trading card with a retro color palette, sharp focus on the player, detailed stadium background, and nostalgic typography.'",https://image.lexica.art/full_jpg/6a289f74-b09f-4c42-be9d-a5578ff9d26d,512,768,lexica.art,0.2744059562683105
383978,6c0528b6-6823-4de4-9817-66655821d590,"'a large, metallic skull with glowing eyes and sharp teeth, accompanied by a small, detailed rat, set against a dramatic sunset with rocky terrain in the background'",https://image.lexica.art/full_jpg/6c0528b6-6823-4de4-9817-66655821d590,512,768,lexica.art,0.2744053304195404
127920,23fab1f8-f1da-4634-9a43-e63453f7c4a5,'Paint a picture showing 5 planets. First planet is with zodiac star sign Sagittarius incorporated. Second planet a moon with Scorpio incorporated. Third planet a Ascendant with Gemini incorporated. Fourth planet a chinese snake incorporated. And fifth planet with the element fire as symbol incorporated',https://image.lexica.art/full_jpg/23fab1f8-f1da-4634-9a43-e63453f7c4a5,640,640,lexica.art,0.2744048833847046
641567,b49be969-4962-40d5-bf32-6b46b561c1f8,"'The elastic hero is a modern Greek superhero with the ability to stretch and contort his body in incredible ways. He has a tall and athletic build, with short, spiky hair and piercing, green eyes. The elastic hero's style is sleek and agile, with a focus on stretchy, form-fitting suits and high-tech gadgets. He wears a",https://image.lexica.art/full_jpg/b49be969-4962-40d5-bf32-6b46b561c1f8,512,768,lexica.art,0.2744036912918091
101597,1c9b1f94-cdca-4ad8-9276-3a0fb5bc3735,"'young redhead pale woman in dark and blue princess dragon armor, she stands under the arch of victory. by henriette ronner - knip, by william henry hunt, by rembrandt, by joseph mallord william turner, by konstantin razumov, concept art'",https://krea-prod-v1-generations.s3.us-east-1.amazonaws.com/images/1c9b1f94-cdca-4ad8-9276-3a0fb5bc3735.png,704,512,stablediffusionweb.com,0.2744030058383941
119616,21a10ad9-2277-4cca-88f2-84cfe613840d,"'portrait of a white deep house music producer wearing headphones, standing against a dark background with soft lighting, modern urban setting, detailed facial features, stylish hair, casual outfit'",https://image.lexica.art/full_jpg/21a10ad9-2277-4cca-88f2-84cfe613840d,512,768,lexica.art,0.274402379989624
406517,7254aa20-5902-427e-bbc9-03f0980315f6,"'a guerrilla cat walking hand in hand with a baby by an abandoned street, front view, key lighting, soft lights, foggy, 8 k render, detailed, cute cartoon style, warhammer 40k, water reflections'",https://image.lexica.art/full_jpg/7254aa20-5902-427e-bbc9-03f0980315f6,512,768,lexica.art,0.2744002938270569
214265,3c4ab76e-71e0-47e2-b30a-add5584b0e99,"'A happy family of three, with a newborn baby boy sleeping peacefully on his mother's chest, surrounded by warm, natural light, capturing the joy and gratitude of the parents and the old woman who assisted during the birth.'",https://image.lexica.art/full_jpg/3c4ab76e-71e0-47e2-b30a-add5584b0e99,512,768,lexica.art,0.2743999660015106
747207,d27ffa91-19f9-46ab-8a77-bf427dad5fc6,"'Marilyn Monroe as a homeless woman with long blonde curls, wearing a brown hat and red gloves, sitting on a bench in a dimly lit alleyway at night, with a somber expression, artistic style reminiscent of vintage film noir.'",https://image.lexica.art/full_jpg/d27ffa91-19f9-46ab-8a77-bf427dad5fc6,512,768,lexica.art,0.2743995487689972
759141,d5d88c49-7a0c-442e-a13c-bdfcf3bad18d,"'Small Business Owner’s Guide to Marketing on a Budget, infographic on tablet, colorful charts and graphs, wooden table background, modern design, clear and concise, budget-friendly solutions'",https://image.lexica.art/full_jpg/d5d88c49-7a0c-442e-a13c-bdfcf3bad18d,512,768,lexica.art,0.2743980884552002
384176,6c11c839-35fb-4d69-ad08-ab5e44b3b019,"'A vibrant poster for a university workshop featuring two individuals collaborating on a tablet. The design is modern and professional with bold typography and a clean layout. The background is a gradient of blue and green tones, creating a fresh and energetic atmosphere. The ICNI logo is prominently displayed at the bottom.'",https://image.lexica.art/full_jpg/6c11c839-35fb-4d69-ad08-ab5e44b3b019,512,768,lexica.art,0.2743980288505554
56717,0fe9f87d-b9af-4a9f-9755-f9806f8cd730,"'She greeted me as I fell in, colors mainly green in the matrix and bones dancing, what if your bones are made of gems, next smiling and laughing building blocks, extremely psychedelic macro, dof, lsd, microscopic, diffuse lighting, fantasy, intricate, elegant, highly detailed, organic, photorealistic, digital painting, artstation, illustration, concept",https://image.lexica.art/full_jpg/0fe9f87d-b9af-4a9f-9755-f9806f8cd730,512,768,lexica.art,0.2743957042694092
710533,c81f982c-bcc5-47e6-945f-58cd3e06b7e9,"'El Mensi brand fashion show with EL MENSI written in the font. El Mensi fashion brand is a celebration of Tunisian culture and tradition, modernity and timeless quality. The brand is known for its bold designs, use of quality fabrics and attention to detail. The El Mensi experience is one of luxury and sophistication, and its pieces are timeless works",https://image.lexica.art/full_jpg/c81f982c-bcc5-47e6-945f-58cd3e06b7e9,640,640,lexica.art,0.2743931710720062
418611,75ba77dd-3dd5-4aff-b647-546200286127,"'a drawing in the style of Leonardo da Vinci depicting a person in front of a mirror, with the reflection in the mirror being a light'",https://image.lexica.art/full_jpg/75ba77dd-3dd5-4aff-b647-546200286127,512,768,lexica.art,0.2743927240371704
545194,9991026e-912d-4b03-b183-88647fd03f1d,"'a beautiful bench looking at a serene landscape, at dusk, very detailed moody, matte painting, volumetric lighting, rocky, stunning detail, 4k, hd, clean, full of detail, sharp focus, rule of thirds by makoto shinkai, albert bierstadt, thomas moran, karol bak, trending on art",https://image.lexica.art/full_jpg/9991026e-912d-4b03-b183-88647fd03f1d,512,768,lexica.art,0.2743914723396301
335363,5e338e3e-eb4c-4055-a0a0-70f322b51b87,"'A stock trader in Europe, surrounded by multiple monitors displaying financial data, with a focus on a graph showing a significant drop in stock prices. The setting is a modern office with dim lighting, creating a tense atmosphere.'",https://image.lexica.art/full_jpg/5e338e3e-eb4c-4055-a0a0-70f322b51b87,512,768,lexica.art,0.2743909657001495
318951,598e1159-3409-49b2-8da6-e60470ea80b3,'Close-up of flaky apple pie on a white ceramic plate with a scoop of vanilla ice cream next to it. Lit by natural window light. Shallow depth of field.',https://image.lexica.art/full_jpg/598e1159-3409-49b2-8da6-e60470ea80b3,512,768,lexica.art,0.2743889987468719
143259,284e61ad-1871-408a-8f43-994dd67f8d43,"'Create a design for a Minecraft website with a pixel art style, featuring a landscape scene with trees, grass, and dirt blocks. Use a top-down perspective with a grid layout for the terrain. The color palette should include shades of green, brown, and blue. Add a modern touch with clean lines and minimalistic elements.'",https://image.lexica.art/full_jpg/284e61ad-1871-408a-8f43-994dd67f8d43,512,768,lexica.art,0.2743889689445495
61347,113fe4a7-88b8-4ac2-991c-089422523e25,"'monster of nature, creature made of wood and leaves, grim, protector of the swamp, the face made of wood and magic, bright eyes, long arms and legs, ominous, hiper detailed, 4k'",https://image.lexica.art/full_jpg/113fe4a7-88b8-4ac2-991c-089422523e25,512,768,lexica.art,0.2743889093399048
159303,2cd7e456-3e53-4508-b799-b17310b75911,"'a vibrant still life featuring a large, orange extraterrestrial pumpkin alongside bananas, tomatoes, oranges, and other fruits on a wooden table with dramatic lighting and deep shadows'",https://image.lexica.art/full_jpg/2cd7e456-3e53-4508-b799-b17310b75911,512,768,lexica.art,0.2743887901306152
624321,afcc6a70-a825-45fd-bf1b-5cca7c5a2fc2,"'top view, closeup, 3D rendering, old discontinued factory, rusty, white marble monument base, pipes, broken cables, dark, dirty, cobwebs, sand, dust, no glitter, chiaroscuro, 8k, cinematic, hyperrealism, high details, matte painting, trending on artstation, cgsociety, dark scene",https://image.lexica.art/full_jpg/afcc6a70-a825-45fd-bf1b-5cca7c5a2fc2,640,640,lexica.art,0.2743885517120361
584297,a49401a7-393e-47ed-889c-ae9791c79531,"'an ultra detailed oil desaturated painting a dark, gritty, grid shaped town. small buildings, muddy dirty roads, fantasy, medieval, wind, Christmas time, night, sad, unsettling atmosphere, inspiring 1820 British architecture, dark colors, sad colors, soft lighting, atmospheric, hyper realistic, cinematic, moody, in the style of Jak",https://image.lexica.art/full_jpg/a49401a7-393e-47ed-889c-ae9791c79531,768,512,lexica.art,0.2743879854679107
204633,399865b7-8546-44fa-8a71-2043f41fe84b,"'a de Stijl lover dreaming portrait, expressive art((lois van baarle, rossdraws)), oil painting, big strokes of paint brushes:: mixed media, nouveau style, trending on artstation as a masterpiece:: face of elegant young long hairstyle muse by sam guay, abigail larson and moebius, shades flat, art",https://image.lexica.art/full_jpg/399865b7-8546-44fa-8a71-2043f41fe84b,512,768,lexica.art,0.2743879556655884
306304,560d0316-44c2-48b0-8c63-52e08503f923,"'2 well built, clean shaven, masculine men, a blond european american and african american with an afro in white robes walking side by side down a illuminated forest path lined with 100 people towards an angelic being engulfed in light | | sunny, dreamlike art, mist, realistic shaded, smile, good looking, fine details,",https://image.lexica.art/full_jpg/560d0316-44c2-48b0-8c63-52e08503f923,512,768,lexica.art,0.2743856906890869
166379,2ecf2e3a-7164-4516-ad94-002c74b1033e,"'A cinematic scene from a movie directed by Akira Kurosawa and Andrei Tarkovsky, featuring a man from London eating an electric breakfast in a dimly lit, moody restaurant with vintage decor and ambient lighting.'",https://image.lexica.art/full_jpg/2ecf2e3a-7164-4516-ad94-002c74b1033e,512,768,lexica.art,0.274385541677475
664801,bb31b17a-0480-40a6-8856-c1500ab2c617,"'Disposable camera photo of a provocative techwear packed busy rundown nightclub, lots of people, males and females breakdancing, variety of sharp sparkly creepy masks, harnesses and garters, tactical vests and holsters, some people holding drinks or have robot limbs or have cybernetic mods, tattoos and piercings, retrofuturism, brutal",https://krea-prod-v1-generations.s3.us-east-1.amazonaws.com/images/bb31b17a-0480-40a6-8856-c1500ab2c617.png,704,512,stablediffusionweb.com,0.2743848860263824
869210,f4e96959-9762-466d-afb2-20db198f4f90,"'Rogue, brown hair, green eyes, stubble, young, athletic, slender, dark clothes, fair smooth skin, thin nose, by greg rutkowski, gil elvgren, glossy skin, pearlescent, anime'",https://image.lexica.art/full_jpg/f4e96959-9762-466d-afb2-20db198f4f90,512,768,lexica.art,0.2743834257125854
226817,3fcc929e-b4df-4e57-861a-e687e247e7b7,"'dreaming, surreal, by tvera, cassie sherlin, artist Dorothea Tanning, ""Spotify album cover"", professional ominous concept art, by artgerm and greg rutkowski, an intricate, elegant, highly detailed digital painting, concept art, smooth, sharp focus, illustration, in the style of simon stalen",https://image.lexica.art/full_jpg/3fcc929e-b4df-4e57-861a-e687e247e7b7,512,768,lexica.art,0.2743826508522033
434114,7a1ff00f-6b81-42c2-8b22-80a01183c8c9,"'Rip Pele, vibrant poster with a smiling face, wearing a cap, set against a cityscape background, dynamic lighting, nostalgic mood, detailed urban setting, high resolution'",https://image.lexica.art/full_jpg/7a1ff00f-6b81-42c2-8b22-80a01183c8c9,512,768,lexica.art,0.2743818461894989
852078,f0108ada-b332-45c7-b34a-21fe00e3946e,"'Sakura Haruno, a beautiful girl with pink hair and green eyes, injured with visible bleeding, a hand holding her face while crying, close-up portrait in Japanese anime style, highly detailed, award-winning'",https://image.lexica.art/full_jpg/f0108ada-b332-45c7-b34a-21fe00e3946e,640,640,lexica.art,0.2743817567825317
289207,5143288c-7d51-4a65-98d0-1ec0bcb96995,"'minimal & romantic approach to landscape art with a touch of surrealism, A demonic pact that tears your soul asunder, security rhox, cinematic, hyper realism, high detail, octane render, unreal engine, 8k, vibrant color, mage duel, fake 3D meshes, living in the database, by andrea chiampo and chet",https://krea-prod-v1-generations.s3.us-east-1.amazonaws.com/images/5143288c-7d51-4a65-98d0-1ec0bcb96995.png,512,512,stablediffusionweb.com,0.2743805646896362
682570,c036075d-d40a-49a3-b1b6-77461bae8796,"'credit card, screen touch, icons app, dramatic lighting, elegant, highly detailed, octane render, hyper-realistic, digital painting, artstation, concept art, fantasy art, smooth, sharp focus, illustration, 3d render, 8k, v2, horizontal, box, app, Renamer app icon, back of ipod'",https://image.lexica.art/full_jpg/c036075d-d40a-49a3-b1b6-77461bae8796,512,768,lexica.art,0.2743798494338989
661631,ba4ed5b2-9472-4344-8895-ebcb88290a03,"'portrait of one meadow metal horse by gaston bussiere, anna nikonova aka newmilky, greg rutkowski, yoji shinkawa, yoshitaka amano, tsutomu niehi, moebius, donato giancola, geoffroy thoorens, concept art, trending on artstation",https://image.lexica.art/full_jpg/ba4ed5b2-9472-4344-8895-ebcb88290a03,512,768,lexica.art,0.2743787169456482
592732,a6f6ec77-7cba-4f7d-8e82-2d9689c73a34,"'invoker wearing mountain talisman, art by Wendy Froud and Ian Miller, trending on artstation, back lighting first-person view tintype, odoured, photorealism, mandelbulb 3d, video game art'",https://krea-prod-v1-generations.s3.us-east-1.amazonaws.com/images/a6f6ec77-7cba-4f7d-8e82-2d9689c73a34.png,512,768,stablediffusionweb.com,0.2743762731552124
188688,35135827-9853-4975-b980-c81a6207877d,"'Mister Miracle sketch with sharp, angular lines and sleek, futuristic shapes. Cyberpunk style elements incorporated. Stable diffusion for precise details. Contours of his face and costume edges emphasized. Dynamic energy guiding the drawing.'",https://image.lexica.art/full_jpg/35135827-9853-4975-b980-c81a6207877d,512,768,lexica.art,0.2743760943412781
121602,222b9bfb-3c9e-461e-8dfb-7031ecc9e049,"'A modern website with a clean design featuring webinars, UI design, interface design, and a design concept. The color scheme includes white and orange shades, inspired by ArtStation. The website is rendered in a realistic style with high quality, in an 8k resolution.'",https://image.lexica.art/full_jpg/222b9bfb-3c9e-461e-8dfb-7031ecc9e049,768,512,lexica.art,0.2743754386901855
630142,b16d26e1-18f4-497c-8ef2-77e6262c1107,"'A colorful logo for the realistic happy cartoon kids imagination app called Storio.io Freedom, featuring a joyful family with a child dancing and focusing on education against a vibrant starry background.'",https://image.lexica.art/full_jpg/b16d26e1-18f4-497c-8ef2-77e6262c1107,512,768,lexica.art,0.2743753790855407
868724,f4c5b30b-5bd5-43d3-b99e-7a3ae7469f56,"'A login screen with a blue background, orange and yellow gradient at the bottom, a form for email and password input, a ""Sign In"" button, and a ""Remember Me"" checkbox.'",https://image.lexica.art/full_jpg/f4c5b30b-5bd5-43d3-b99e-7a3ae7469f56,512,768,lexica.art,0.2743752598762512
785110,dd1cfa0e-2ad6-48dd-a66c-5dbce974cede,"'A magical weapon that combines a staff and a sword. European broad sword, narrow blade, vertical running runes on the blade, inscriptions on the blade, highly detailed, 4 k, 8 k, intrinsic design, light purple aura, cinematic lighting, dark gray tint metal, octane render, artstation Medieval themed, high image quality, Dark atmosphere",https://image.lexica.art/full_jpg/dd1cfa0e-2ad6-48dd-a66c-5dbce974cede,512,768,lexica.art,0.274374783039093
91096,19a28eb1-7c96-4915-acd7-2fb8f689c5b4,"'Dibuja una ilustración al estilo gótico de pintores en su taller, 3 hombres y 2 mujeres de cuerpo entero. Los rostros deben tener en su lugar una plantilla plana con forma de óvalo. tonos sepia'",https://image.lexica.art/full_jpg/19a28eb1-7c96-4915-acd7-2fb8f689c5b4,512,768,lexica.art,0.2743744552135467
125784,235df9e7-5a91-4888-95ca-539a8d341943,"'a giant albino cyclopean one eye and the big mouth on its belly at rainforest, fantasy, elegant, crisp 8 k line art, digital painting, artstation, unreal engine, octane render, concept art, matte, sharp focus, hyper realistic lighting, illustration, art by zdzisław beksinski'",https://image.lexica.art/full_jpg/235df9e7-5a91-4888-95ca-539a8d341943,512,768,lexica.art,0.2743727266788482
141816,27e916ef-17c8-482e-b9ba-13aa5da6e4a9,"'A ghostly battle in the mystical kingdom of Nusantara at dusk, with ancient temples silhouetted against a fiery sky, casting long shadows on the sandy ground. The scene is bathed in warm orange and red hues, creating an eerie yet captivating atmosphere.'",https://image.lexica.art/full_jpg/27e916ef-17c8-482e-b9ba-13aa5da6e4a9,512,768,lexica.art,0.2743725776672363
216594,3cf5217d-c032-4308-811a-9be1b8907710,"'a beautiful blonde witch wearing a black leather dress and pointed hat, standing in front of a castle at sunset, with dramatic lighting and a mysterious mood'",https://image.lexica.art/full_jpg/3cf5217d-c032-4308-811a-9be1b8907710,512,768,lexica.art,0.2743715047836303
95115,1ac07c28-0cb0-4bdf-8bea-bc3f77f2894b,"'writing young reporter brunette tavern baroque oil painting rachel weisz ln illustration concept art lotr anime key visual portrait thick brown hair brown eyes fine detail delicate features gapmoe kuudere trending pixiv by victo ngai fanbox by greg rutkowski makoto shinkai takashi takeuchi studio ghibli, in the style of a",https://image.lexica.art/full_jpg/1ac07c28-0cb0-4bdf-8bea-bc3f77f2894b,512,768,lexica.art,0.2743701934814453
97954,1b90eb7c-f041-4765-ba1d-da402bf3a384,"'a vibrant portrait of a rock band named Pizza, featuring three muscular men with a large pizza slice in the center, wearing casual attire, against a bright blue background with bold yellow text, artistic style reminiscent of pop art, dynamic lighting highlighting the subjects, lively and energetic mood'",https://image.lexica.art/full_jpg/1b90eb7c-f041-4765-ba1d-da402bf3a384,512,768,lexica.art,0.2743683159351349
836779,ebc9a678-f5aa-4a46-96c0-d6f558c7a368,"'reflections of a beautiful peasant girl's face, film still by kubrick, depicted by herbert james draper, arnold bocklin, john william godward, sir lawrence alma - tadema. limited color palette, very intricate, highly detailed, minimalist'",https://krea-prod-v1-generations.s3.us-east-1.amazonaws.com/images/ebc9a678-f5aa-4a46-96c0-d6f558c7a368.png,704,512,stablediffusionweb.com,0.2743682861328125
215286,3c937740-bfe5-406b-a2b4-41ff82fc703c,"'ancient civilization soundscape, dvaram, mirage, rising tide, god of rain, terracotta, motus, empire, ancien regime, lapis lazuli, war and peace, autocatalytic, a universe awakened, beyond, vita gloriae, artifex'",https://krea-prod-v1-generations.s3.us-east-1.amazonaws.com/images/3c937740-bfe5-406b-a2b4-41ff82fc703c.png,512,512,stablediffusionweb.com,0.2743677496910095
295956,53260ca5-6875-46fb-9516-94eb11283263,"'hyperrealistic neo-rococo solarpunk aesthetic minimal planet. highly detailed digital art masterpiece, smooth cam de leon eric zener dramatic pearlescent soft light, white, ground angle hd 8k, sharp focus'",https://image.lexica.art/full_jpg/53260ca5-6875-46fb-9516-94eb11283263,512,768,lexica.art,0.2743671536445617
803465,e243fc51-f80f-437c-b652-85fea72752f4,"'drunk man in full length, with a bottle of Rasputin vodka in his left hand, steampunk, intricate armor, d&d, gold and silver, skylight, fantasy, elegant, high detail, digital painting, artstation trends, concept art, sharp focus, illustration'",https://image.lexica.art/full_jpg/e243fc51-f80f-437c-b652-85fea72752f4,512,768,lexica.art,0.2743659317493438
443644,7ccd3e09-0414-4abf-b392-d2c54d864742,"'solitude of wise old beautiful woman Sand Deity, under galactic quarrel minatory sky, in the style of Frank Frazetta, Jeff Easley, Caravaggio, extremely clear and coherent, clear lines, 8K resolution'",https://krea-prod-v1-generations.s3.us-east-1.amazonaws.com/images/7ccd3e09-0414-4abf-b392-d2c54d864742.png,1280,512,stablediffusionweb.com,0.2743657231330871
44657,0c898ed6-2b21-48d7-bd68-f31853662e9a,"'Um homem de chapéu caminha pela cidade enquanto a chuva cai ao seu redor. Ele segue seu caminho, protegendo-se do molhado com o chapéu enquanto desfruta da vista da cidade à medida que avança.'",https://image.lexica.art/full_jpg/0c898ed6-2b21-48d7-bd68-f31853662e9a,512,768,lexica.art,0.2743655443191528
277205,4dea4241-339a-4ef0-ab3e-033d1cfe3f23,"'A whimsical, surreal wine cellar with intricate geometric patterns, vibrant colors, and large windows, designed in the style of a polymorphic, cutest interior, magical and fantastical'",https://image.lexica.art/full_jpg/4dea4241-339a-4ef0-ab3e-033d1cfe3f23,512,768,lexica.art,0.2743647694587707
