Unnamed: 0,id,prompt,url,width,height,source_site
27,0001ca3e-ad63-4698-a0ed-10db33efb262,"A painting masterpiece featuring a fallen angel in a striking purple leather jacket and matching sparkly bikini by Alexander Cabanel, set against a dramatic sky with swirling clouds, bathed in warm, ethereal light, capturing the figure in a seductive pose with intricate feather details on the wings.",https://image.lexica.art/full_jpg/0001ca3e-ad63-4698-a0ed-10db33efb262,1024,1536,lexica.art
28,0001cd84-b0ff-4eea-ab22-77cb7f7d1621,"A highly detailed Unreal Engine render of a man with a long accordion-neck, wearing a white shirt and black pants, holding a pencil, set against a minimalist gray background with soft, diffused lighting. The character design is intricate, featuring a blend of realistic textures and stylized elements, with a focus on the unique elongated neck and the subtle interplay of light and shadow.",https://krea-prod-v1-generations.s3.us-east-1.amazonaws.com/images/0001cd84-b0ff-4eea-ab22-77cb7f7d1621.png,512,512,stablediffusionweb.com
30,0001eb29-025e-46ce-8800-47197b840727,"A powerful, muscular figure wearing a dark blue and gold suit with a glowing red emblem on the chest, standing confidently against a vibrant purple and pink gradient background. The character's helmet features sharp, angular designs and glowing red eyes, exuding an aura of authority and menace.",https://image.lexica.art/full_jpg/0001eb29-025e-46ce-8800-47197b840727,512,768,lexica.art
32,00021a54-2f91-44e2-89e8-26c7d002cc10,"A cute, adorable baby owl encased in a shimmering crystal ball with high-poly eyes, surrounded by a glowing aura. Intricately detailed feathers, vibrant colors, and a mystical atmosphere. Highly realistic, concept art style, inspired by ArtStation, rendered in 8K resolution.",https://image.lexica.art/full_jpg/00021a54-2f91-44e2-89e8-26c7d002cc10,512,768,lexica.art
33,000221c4-df36-4174-bd0f-0d902f133454,"A mecha human cyborg with sleek orange and black armor, standing in a futuristic room with soft natural light filtering through large windows. The robot's design features intricate mechanical details, glowing blue eyes, and a dynamic pose that conveys motion and power.",https://image.lexica.art/full_jpg/000221c4-df36-4174-bd0f-0d902f133454,512,768,lexica.art
35,00023250-2417-44d3-b470-8014e53408e3,"A grand circular agora of ancient Greece at night, illuminated by warm golden lights, leading to a futuristic portal with 360-degree views of virtual worlds, set against a backdrop of silhouetted palm trees and distant mountains under a twilight sky.",https://image.lexica.art/full_jpg/00023250-2417-44d3-b470-8014e53408e3,512,768,lexica.art
37,00028018-b73f-4625-930b-13f9ed8673cc,"A beautiful anime girl with short, flowing white hair, wearing a pristine white lab coat and round glasses, holding a clipboard filled with scientific data, standing confidently inside a modern research facility. The setting is illuminated by soft, ambient light, creating a serene yet focused atmosphere. The character's expression is serious and determined, reflecting her dedication to her work. The artwork is highly detailed, with intricate patterns on her lab coat and a smooth, sharp focus throughout the scene. The style is reminiscent of digital paintings found on ArtStation, with a touch of elegance and sophistication. The overall mood is one of professionalism and innovation.",https://image.lexica.art/full_jpg/00028018-b73f-4625-930b-13f9ed8673cc,512,768,lexica.art
39,00028dde-a612-4139-b0e7-cce86dedb1b8,"A cinematic full-body NFT collection featuring a marijuana goddess character concept. Perfectly focused closeup macro photography of a beautiful marijuana bud with dense trichomes, glowing under neon blacklight. Sacred DMT weed superheroine with visionary fantasy art inspired by Greg Rutkowski, Android Jones, and Artgerm. Alien plants with intricate details and vibrant colors, adhering to the rule of thirds and golden ratio composition.",https://image.lexica.art/full_jpg/00028dde-a612-4139-b0e7-cce86dedb1b8,768,512,lexica.art
40,00028fc2-6567-4703-a989-4e9835769d19,"Highly detailed portrait of a male bandit wearing a black and gold hat, with striking blue eyes and a bold mustache, set against a warm, golden glow. The background features a dramatic sunset with fiery hues, creating a sense of intensity and mystery. The artwork is inspired by the style of Artgerm, Greg Rutkowski, Tetsuya Nomura, Makoto Shinkai, Boris Vallejo, and Stephen Bliss, with smooth, sharp focus and a fantasy setting.",https://image.lexica.art/full_jpg/00028fc2-6567-4703-a989-4e9835769d19,640,640,lexica.art
41,0002a95f-97d2-4f96-bbf5-c50229fcb8dc,"A stunning, modern 4-bedroom house in Florida, featuring sleek black and white architecture with large glass windows and balconies. The exterior is surrounded by lush greenery and manicured lawns, with a clear blue sky above. The scene is bathed in warm, natural sunlight, highlighting the intricate details and clean lines of the contemporary design.",https://image.lexica.art/full_jpg/0002a95f-97d2-4f96-bbf5-c50229fcb8dc,512,768,lexica.art
42,0002d351-40cc-4ab5-a6e9-643cccc25a21,"'A highly detailed, 4K masterpiece in manga style featuring a robotic girl in a black bikini sitting on the beach. The scene is bathed in warm, golden light with a large, glowing moon in the background, creating a surreal and captivating atmosphere. The landscape includes rugged cliffs and a distant cityscape, blending futuristic and natural elements seamlessly. The art style is reminiscent of Gantz, with intricate details and a striking contrast between the character's mechanical features and her human-like appearance.'",https://image.lexica.art/full_jpg/0002d351-40cc-4ab5-a6e9-643cccc25a21,512,768,lexica.art
43,0002ed1e-d401-4cc4-a3c5-2224430ca05f,"A character concept by Jen Zee and Vince Javier, featuring a young woman with long, flowing black hair adorned with red ribbons. Her skin is smooth and glowing, with rosy cheeks and defined eyes. She wears a traditional outfit with intricate gold trim and a high collar, set against a soft, neutral background. The lighting is warm and highlights her features beautifully, creating a serene and elegant atmosphere.",https://image.lexica.art/full_jpg/0002ed1e-d401-4cc4-a3c5-2224430ca05f,512,768,lexica.art
45,00030539-2824-4c44-a3d7-38758c921f0e,"A close-up portrait of a vibrant, bioluminescent jellyfish with intricate, iridescent patterns. The jellyfish's translucent body reveals internal structures with a mix of blue and purple hues, set against a dark background illuminated by warm orange and yellow lights. The scene is highly detailed and rendered with Octane, capturing the ethereal beauty of the creature in a cinematic, hyper-realistic style.",https://image.lexica.art/full_jpg/00030539-2824-4c44-a3d7-38758c921f0e,512,768,lexica.art
47,00033717-47d1-43b7-8a3b-c2ff963b67da,"Sayori from DDLC, smiling warmly, wearing her school uniform with a pink bow in her hair, soft lighting highlighting her features, a dreamy and cheerful atmosphere, detailed and vibrant colors, high resolution, anime style.",https://image.lexica.art/full_jpg/00033717-47d1-43b7-8a3b-c2ff963b67da,512,768,lexica.art
49,00035df8-b721-42df-b511-ac16d89fadb0,"A sensitive, strong African-Korean man in a tailored suit with yellow accents, standing confidently on a beach with dramatic cliffs in the background. Medium shot, organic painting style, bold shapes, hard edges, and vibrant colors. Sunny day with soft shadows, reminiscent of Greg Manchess' work, with influences from Huang Guangjian, Gil Elvgren, Sachin Teng, Artgerm, and Greg Rutkowski, capturing the essence of Alphonse Mucha's artistry.",https://image.lexica.art/full_jpg/00035df8-b721-42df-b511-ac16d89fadb0,512,768,lexica.art
51,000363ef-2a4a-41a0-bd2f-6f553db788c6,"A highly detailed black and white sketch of Black Panther, showcasing intricate lines and shading, with a dramatic close-up of his face and chest, highlighting his intense gaze and muscular build against a stark white background.",https://image.lexica.art/full_jpg/000363ef-2a4a-41a0-bd2f-6f553db788c6,512,768,lexica.art
52,0003918b-d57a-4ce6-b4fa-d1dc6d7c9057,"Anime girl with long brown hair and vibrant green eyes, wearing a playful yet elegant outfit, standing in front of a storefront with a wall adorned with lights. Her arms are raised playfully, and she has a mischievous expression. The scene is set in an urban environment, with a night-time ambiance and a soft glow from the background lights. The artwork is professionally drawn with detailed manga-style cel-shading and clear, clean manga pen work, reminiscent of gelbooru's aesthetic. The character's gaze is captivating, with intricate details in her eyes, capturing the essence of anime artistry.",https://image.lexica.art/full_jpg/0003918b-d57a-4ce6-b4fa-d1dc6d7c9057,512,768,lexica.art
53,00039c15-4240-491e-bd26-326298d52b86,"A beautiful and adorable oriental princess with youthful and attractive features, wearing elegant white lace attire, her flowing hair adorned with intricate floral crowns and delicate feathers, set against a soft, ethereal background. The portrait showcases a symmetrical face with graceful lines and expressive eyes, rendered in a highly detailed and refined style reminiscent of ArtStation and CGSociety. The lighting is soft and diffused, creating a serene and enchanting atmosphere.",https://krea-prod-v1-generations.s3.us-east-1.amazonaws.com/images/00039c15-4240-491e-bd26-326298d52b86.png,512,704,stablediffusionweb.com
54,0003aa57-8bf3-4805-b664-b4931c56b918,"A surreal landscape featuring towering, moss-covered cliffs with a futuristic tunnel carved into one of them. The scene is bathed in soft, diffused sunlight, casting long shadows across the turquoise waters below. The distant mountains are shrouded in a light mist, adding depth and mystery to the composition. The overall mood is serene and otherworldly, with vibrant greens and blues dominating the palette.",https://image.lexica.art/full_jpg/0003aa57-8bf3-4805-b664-b4931c56b918,512,768,lexica.art
56,000400fd-7725-4483-987e-8b535959f5d4,"A vibrant, high-resolution portrait of a woman wearing large, illuminated headphones with a bold red and yellow logo, set against a dramatic gradient background transitioning from deep purple to fiery orange. The lighting highlights her striking features and the reflective surfaces of the headphones, creating a dynamic and surreal atmosphere reminiscent of pop surrealism. The artwork is inspired by Christian Hilfgott Brand's style, capturing the essence of a Behance contest winner with intricate details and a cinematic quality.",https://image.lexica.art/full_jpg/000400fd-7725-4483-987e-8b535959f5d4,512,768,lexica.art
57,00040389-b576-48ca-8d71-33f138ff6844,"A vibrant anime-style girl with fiery orange hair tied in a ponytail and striking purple eyes, wearing a detailed blue school uniform with white accents, confidently points a futuristic-looking gun at the viewer against a serene sky backdrop with soft clouds.",https://image.lexica.art/full_jpg/00040389-b576-48ca-8d71-33f138ff6844,512,768,lexica.art
58,00041561-4024-49e8-ae48-e56a03aca743,"A detailed, high-fidelity recreation of Walter White from 'Breaking Bad' in the style of Dark Souls, featuring a rugged, weathered appearance with a greenish tint. The character wears a tattered, hooded cloak, set against a dark, moody background with subtle lighting highlighting his intense expression and intricate facial features. The scene captures the gritty, atmospheric essence of Dark Souls, blending the iconic look of Walter White with the game's distinctive art style.",https://krea-prod-v1-generations.s3.us-east-1.amazonaws.com/images/00041561-4024-49e8-ae48-e56a03aca743.png,512,512,stablediffusionweb.com
60,00042341-976b-41f4-9b44-4e9679d5e8d8,"'A close-up of Asuna from SAO, featuring her glossy, pearlescent skin, detailed armor with gold accents, set against a dramatic sky with soft clouds, captured in a dynamic pose with flowing hair, inspired by Greg Rutkowski and Gil Elvgren, with a high level of detail and vibrant colors.'",https://image.lexica.art/full_jpg/00042341-976b-41f4-9b44-4e9679d5e8d8,512,768,lexica.art
61,000437c0-f81a-4f1e-8b58-3b76c7c2652f,"A vibrant street scene in Old Havana, featuring spoonbills, toucans, and hornbills wading through a reflective puddle. Vintage cars line the cobblestone street under a bright, cinematic sky. The buildings, with their weathered facades and balconies, add to the nostalgic atmosphere. The birds are rendered in hyperrealistic detail, with glossy surfaces and liquid textures. The scene is illuminated by soft, natural light, creating a depth of field that enhances the realism. This image is trending on Behance and CGSociety, showcasing a blend of nature and urban life.",https://krea-prod-v1-generations.s3.us-east-1.amazonaws.com/images/000437c0-f81a-4f1e-8b58-3b76c7c2652f.png,512,512,stablediffusionweb.com
62,00045f9f-62e5-4892-983c-2011763a42ce,"Taylor Swift smoking a joint, full body shot, high contrast, soft focus, ISO100, f/8, 1/125, 84mm lens, postprocessed, crisp face, bold makeup, red lipstick, glamorous setting, dramatic lighting, sultry mood, detailed textures, vibrant colors, artistic illustration style.",https://image.lexica.art/full_jpg/00045f9f-62e5-4892-983c-2011763a42ce,512,768,lexica.art
63,0004638d-df11-48c8-b245-66982651c57c,"A detailed old Jewish temple in the Pixar style, set in a vast desert landscape with golden sand dunes under a soft, warm sunset. The temple features intricate carvings on its door, casting long shadows across the sandy terrain. The scene is bathed in a gentle, ethereal light, evoking a sense of ancient history and biblical narrative.",https://image.lexica.art/full_jpg/0004638d-df11-48c8-b245-66982651c57c,512,768,lexica.art
64,00047043-2bd5-415f-8231-807c4bf01396,"A vibrant underwater portrait of a mermaid with curly red hair and striking green eyes, wearing a shimmering red mermaid tail. She is cuddling a colorful hammerhead shark, with sunlight filtering through the water, casting a warm glow on her face. The scene is set in a lush coral reef, with various marine life swimming around, creating a serene and magical atmosphere.",https://image.lexica.art/full_jpg/00047043-2bd5-415f-8231-807c4bf01396,512,768,lexica.art
65,000482b6-83da-41e4-8f15-452a0697d67f,"A serene lakeside scene at sunrise, with a rustic cabin nestled among lush greenery and towering mountains shrouded in mist. The water reflects the vibrant yellow grass and the cabin's roof, creating a mirror-like effect. Tents are pitched along the shore, and a small boat floats gently on the calm lake. The painting features bold, expressive brushstrokes and a naturalistic style, capturing the tranquil beauty of nature.",https://image.lexica.art/full_jpg/000482b6-83da-41e4-8f15-452a0697d67f,512,768,lexica.art
66,0004a0ac-4786-43ff-93d3-0bfd8af30cc2,"'Highly detailed digital painting of Aizen Sosuke from Bleach, atmospheric lighting with warm orange and cool blue tones, octane render, Unreal Engine, professional, metal beak, fantasy mystery, intricate architectural details, reflective floor, glowing circular pattern, dramatic shadows, moody ambiance, intricate hair texture, dark cloak, intense expression, mysterious atmosphere, cinematic style.'",https://image.lexica.art/full_jpg/0004a0ac-4786-43ff-93d3-0bfd8af30cc2,512,768,lexica.art
68,0004a302-196a-463f-9fbe-7054bcd5d0c0,"A skier mid-air on a vibrant, colorful ski slope at sunset, with a sticker-like cut-out effect, ultra-detailed, octane render, 8k resolution, Adobe illustration, smooth and clean vector art, no jagged lines or edges, dynamic lighting, serene mountain backdrop, vivid colors, high contrast, artistic depth, and a sense of motion.",https://image.lexica.art/full_jpg/0004a302-196a-463f-9fbe-7054bcd5d0c0,512,768,lexica.art
70,0004c349-10f8-49a6-8812-4151736cf19e,"Create a hyper-realistic, Tim Burton-inspired portrait of El Chavo del Ocho, featuring vibrant colors, intricate textures, and exaggerated facial features. The character should wear his iconic striped sweater and green hat, set against a slightly blurred background with warm, natural lighting that highlights his expressive eyes and mustache.",https://image.lexica.art/full_jpg/0004c349-10f8-49a6-8812-4151736cf19e,512,768,lexica.art
72,0004d667-9f2f-4913-910a-6bc80f4e49d7,"Close-up of an anthropomorphic fox wearing a navy blue utility cap, polarized sports sunglasses, and a bulletproof vest, with sharp details and a slightly blurred background, emphasizing the fox's confident expression under natural daylight.",https://krea-prod-v1-generations.s3.us-east-1.amazonaws.com/images/0004d667-9f2f-4913-910a-6bc80f4e49d7.png,512,512,stablediffusionweb.com
74,0004e714-0211-4a4c-8f77-6ea29bfc7746,"A detailed coat of arms featuring three wolf heads, each with piercing yellow eyes and intricate fur textures, set against a dark background with a golden frame. The shield is adorned with ornate gold detailing and surrounded by a border of ancient runes, creating a majestic and regal atmosphere.",https://image.lexica.art/full_jpg/0004e714-0211-4a4c-8f77-6ea29bfc7746,512,768,lexica.art
76,0004e974-0665-45e9-a0a7-9d9b9717aa9e,"A dramatic space battle viewed from the surface of Earth, with a massive planet dominating the sky, intense fiery explosions illuminating the landscape, a sleek spaceship launching amidst a backdrop of stars and nebulae, creating a sense of awe and tension.",https://image.lexica.art/full_jpg/0004e974-0665-45e9-a0a7-9d9b9717aa9e,640,640,lexica.art
78,0004ee1b-0c59-468b-b700-9ac03dad3fb0,"A giant golden wheel of time suspended in a vast, dark room filled with cosmic energy. The wheel is intricately detailed with symbols and inscriptions, casting a mystical glow on the surrounding space. The background features a galaxy-scale view with distant stars, nebulae, and a glowing planet, creating a sense of awe and wonder. The atmosphere is ethereal, with a mix of warm and cool tones, and the scene is bathed in a soft, otherworldly light.",https://image.lexica.art/full_jpg/0004ee1b-0c59-468b-b700-9ac03dad3fb0,768,512,lexica.art
79,0004f0d1-8b44-4c7b-8a8f-13d31aeee16a,"A Syd Mead-inspired sci-fi ancient civilization laundry room bathed in the warm glow of a purple sun, featuring Beksinski-style architecture with intricate geometric patterns and a large, circular, floating sculpture casting dramatic shadows on the cracked stone floor.",https://krea-prod-v1-generations.s3.us-east-1.amazonaws.com/images/0004f0d1-8b44-4c7b-8a8f-13d31aeee16a.png,512,512,stablediffusionweb.com
81,000526fa-1bc9-4573-bd64-047405a62ff0,"A young man wearing glasses in a Hayao Miyazaki-inspired drawing style, standing outdoors with a serene landscape featuring mountains, trees, and a clear blue sky in the background. The lighting is soft and warm, casting gentle shadows on his face and clothing. The scene exudes a peaceful and nostalgic atmosphere.",https://image.lexica.art/full_jpg/000526fa-1bc9-4573-bd64-047405a62ff0,512,768,lexica.art
83,00053679-2f55-471d-8b69-4f42cba47094,"A full-body shot of a green mantis with intricate mantid features, including large antennae and detailed wings. The illustration has heavy contrast and cinematic art style, reminiscent of fantasy artwork from CGSociety. The mantis stands on a mossy surface, with a blurred background enhancing the subject's prominence. Artwork inspired by Greg Rutkowski and Thomas, rendered in high detail at 8k resolution.",https://image.lexica.art/full_jpg/00053679-2f55-471d-8b69-4f42cba47094,512,768,lexica.art
85,00053dad-0b4f-477a-b4e7-d14e4d945718,"A half-portrait of a steampunk Russian goddess mecha in the style of Horizon Zero Dawn and League of Legends, featuring intricate, elegant, and highly detailed armor with gold accents. The character's face is adorned with ornate jewelry and a regal headdress, set against a soft, ethereal background. The lighting is dramatic, highlighting the smooth, sharp focus on the character's features and the intricate details of the armor. The overall mood is both majestic and mysterious, capturing the essence of a fusion between fantasy and futuristic aesthetics. Artistic influences include elements from Rococo and Baroque styles, with a digital painting technique reminiscent of ArtStation concept art.",https://image.lexica.art/full_jpg/00053dad-0b4f-477a-b4e7-d14e4d945718,512,768,lexica.art
86,00054bf8-a96a-4019-8250-a13838fe3963,"A vibrant claymation lemon monster character from 'Legend,' with exaggerated eyes and sharp teeth, perched on a yellow plate against a warm, cozy kitchen backdrop, bathed in soft, natural light.",https://image.lexica.art/full_jpg/00054bf8-a96a-4019-8250-a13838fe3963,512,768,lexica.art
87,0005575f-2086-4c9b-91ff-dc17ac978462,"A super cute, adorable cartoon character resembling a baby wearing a bear costume, with large expressive eyes and a warm, inviting smile. The character has golden accents, including ears and feet, and is set against a dreamy, surreal background with soft, gradient lighting. The overall mood is whimsical and enchanting, reminiscent of trending art on ArtStation.",https://image.lexica.art/full_jpg/0005575f-2086-4c9b-91ff-dc17ac978462,512,768,lexica.art
88,00059736-1487-424b-a70b-2abbc050eba2,"A muscular blond woman with large legs in a white bikini, standing on a sandy beach with the ocean in the background. The sun is shining brightly, casting a warm glow on her tanned skin and highlighting her defined muscles. Her long blonde hair flows freely, and she has a confident, relaxed posture. The scene is vibrant and dynamic, capturing the essence of a sunny day at the beach.",https://image.lexica.art/full_jpg/00059736-1487-424b-a70b-2abbc050eba2,512,768,lexica.art
90,0005a664-4148-4524-85f2-2fc42cc70d19,"A tiger wearing a construction helmet and safety vest, standing inside a futuristic, snow-covered train station at dusk, with warm interior lights contrasting against the cool blue exterior. The scene is set in a modern, sleek architectural style with large windows reflecting the twilight sky.",https://image.lexica.art/full_jpg/0005a664-4148-4524-85f2-2fc42cc70d19,512,768,lexica.art
