num,id,prompt,url,width,height,source_site
11,00009c69-efcb-4d10-a0bd-631ed67fa456,"A high-quality, minimalist wallpaper featuring translucent, elegant 3D waves with a subtle caustic effect. The image is presented in black and white, set against a sleek black background. The waves are rendered in 8K resolution with a filmic look, capturing intricate details and smooth transitions of light and shadow.",https://image.lexica.art/full_jpg/00009c69-efcb-4d10-a0bd-631ed67fa456,512,768,lexica.art
12,0000cbcf-e0fe-4d13-b1e2-770a67da4e04,"A sleek, corkscrew-shaped spaceship inspired by a battleship and Maschinen Krieger, featuring intricate docking bays and glowing blue lights. The design blends elements from Ilm, Beeple, Star Citizen, Halo, Mass Effect, and Starship Troopers, with a metallic sheen and sharp angles. The background is a deep, starry space, enhancing the futuristic and industrial aesthetic of the vessel.",https://krea-prod-v1-generations.s3.us-east-1.amazonaws.com/images/0000cbcf-e0fe-4d13-b1e2-770a67da4e04.png,832,576,stablediffusionweb.com
13,0000fe4f-4a77-4433-82ab-1a21aebd5776,"A New Year greeting card for 2023 featuring a beautifully adorned Christmas tree with shimmering golden ornaments and intricate garlands. Beneath the tree, a variety of wrapped gifts are neatly arranged, exuding a sense of joy and anticipation. The scene is set against a dark, elegant background that enhances the festive glow of the ornaments. The overall composition is a blend of vintage charm and modern realism, with a touch of futuristic elements. The image is rendered in high-quality, 8K resolution with hyper-detailed textures and smooth, vibrant colors. The style is reminiscent of digital paintings found on ArtStation, capturing the essence of a magical holiday season. The artwork is characterized by sharp focus and intricate character design, with a warm, inviting atmosphere. The artist's signature style is evident, drawing inspiration from the works of Artgerm, Viktoria Gavrilenko, Steve Zheng, and Terry Rogers.",https://image.lexica.art/full_jpg/0000fe4f-4a77-4433-82ab-1a21aebd5776,768,512,lexica.art
14,000111f4-993d-4a1c-8bf8-4011f48288fb,"A striking portrait of two biodegradable cats, rendered in a bold pop art style with neo noir undertones. The image features sharp focus and high detail, capturing the intricate textures of their fur against a vibrant orange background. The cats' eyes glow with a neon green hue, adding a surreal and edgy touch. The overall composition is reminiscent of 1980s aesthetics, with a mix of bright colors and dark contrasts, creating a visually rich and dynamic piece.",https://krea-prod-v1-generations.s3.us-east-1.amazonaws.com/images/000111f4-993d-4a1c-8bf8-4011f48288fb.png,512,640,stablediffusionweb.com
15,00011202-280c-463a-b1ff-9a9cd08c5ac3,"Create a portrait of Max Caulfield with a vibrant, warm color palette featuring deep reds and oranges in the background. The subject should be wearing a blue jacket with white and red stripes on the sleeves, paired with a striped shirt underneath. The lighting should be soft and directional, highlighting the subject's hair and facial features. The overall mood should be serene and contemplative, with a slight halo effect around the subject's head to emphasize their presence. Use a detailed and realistic style with smooth textures and a high level of detail to capture the essence of the character.",https://image.lexica.art/full_jpg/00011202-280c-463a-b1ff-9a9cd08c5ac3,512,768,lexica.art
16,00012532-dbaf-4fd1-909d-4a495ce57d86,"A melancholic female astronaut in a detailed, contemporary mixed-media artwork by Bartholomew Beal, Alfio Presotto, Rhads, Salustiano Garcia Cruz, and Lita Cabellut. The astronaut's visor reflects a serene starry sky, while her expression conveys deep sadness. Her hand gently touches the visor, adding a touch of vulnerability. The background features a vibrant, cosmic landscape with soft, pastel hues blending into the deep blue of space. The lighting is soft and ethereal, highlighting the astronaut's features and the intricate details of her suit. The overall mood is contemplative and poignant, capturing a moment of introspection against the vastness of the universe.",https://krea-prod-v1-generations.s3.us-east-1.amazonaws.com/images/00012532-dbaf-4fd1-909d-4a495ce57d86.png,512,576,stablediffusionweb.com
18,00013379-424e-4440-9be8-8f00fc83249f,"A full-body portrait of a stunning young woman bodybuilder, dressed in a sailor-inspired outfit with a white crop top and matching shorts, accented by a navy blue belt with a gold buckle. Her hair is styled in voluminous waves, cascading over her shoulders. She wears gold jewelry, including bracelets and earrings, complementing her red nail polish. The background is softly blurred, drawing attention to her well-defined muscles and sculpted physique. The lighting is dramatic, casting dynamic shadows that highlight her contours and the texture of her skin. The overall aesthetic is reminiscent of Stefan Kostic's work, with a touch of elegance and realism. The image is rendered in 8K high definition, with intricate details and a sharp focus that captures every muscle fiber and facial feature. This artwork is inspired by the styles of Stanley Lau and Artgerm, blending their unique artistic techniques to create a visually rich and captivating piece.",https://image.lexica.art/full_jpg/00013379-424e-4440-9be8-8f00fc83249f,512,768,lexica.art
19,00013423-0e6b-4c47-a734-d72e47b04e7f,"A majestic mountain range covered in snow, with rugged peaks and smooth slopes. The foreground features a vibrant, golden meadow with rolling hills and sparse trees, leading down to a serene river that winds through the landscape. The river's surface reflects the clear blue sky above, creating a tranquil and picturesque scene. The lighting is warm and golden, suggesting a sunrise or sunset, casting long shadows across the meadow and highlighting the textures of the grass and rocks. The overall mood is peaceful and awe-inspiring, capturing the beauty of nature in its raw and untouched state.",https://image.lexica.art/full_jpg/00013423-0e6b-4c47-a734-d72e47b04e7f,512,768,lexica.art
20,0001630b-bdf6-4dca-b27f-68bc775ce05c,"A vibrant, pastel-colored panda with intricate brushstrokes of paint on its fur, reminiscent of Studio Ghibli's whimsical style. The panda stands confidently against a gradient background transitioning from pink to purple, with soft, diffused lighting highlighting its rounded features and fluffy texture. The scene exudes a dreamy, fantasy atmosphere, rendered in high-resolution 8K detail.",https://image.lexica.art/full_jpg/0001630b-bdf6-4dca-b27f-68bc775ce05c,512,768,lexica.art
21,00016830-f377-4c5b-9909-5050267bd81a,"A serene, idyllic landscape where humans live in perfect harmony with nature. A lush, vibrant forest with oversized, fantastical trees dominates the scene. A majestic waterfall cascades down from a floating island, creating a tranquil atmosphere. In the foreground, a horse and a fox stand peacefully on a grassy hill adorned with wildflowers. The sky is a soft gradient of blue and green, with a hint of purple clouds adding depth and magic. The overall mood is one of peace and wonder, with a touch of whimsy and fantasy.",https://image.lexica.art/full_jpg/00016830-f377-4c5b-9909-5050267bd81a,512,768,lexica.art
22,000172e0-939c-4884-9bc4-f6e8c3fe0f21,"A Hierophant figure sits between two towering pillars of a sacred temple, draped in flowing robes, against a backdrop of a vibrant sunset. The scene is bathed in warm golden hues, with a large circular window behind the figure revealing a gradient sky transitioning from deep blue to fiery orange. The architectural elements are rendered with sharp geometric lines and soft shadows, evoking a sense of serene reverence. The painting style is reminiscent of Rene Magritte's surrealist works, blending realism with dreamlike elements.",https://image.lexica.art/full_jpg/000172e0-939c-4884-9bc4-f6e8c3fe0f21,512,768,lexica.art
23,00017a5e-5245-40f3-b1e4-61f4a8df9048,"A vibrant hot rod bone shaker in a desert sandstorm, styled in a flat design with bold, saturated colors. The car is depicted in motion, with dynamic lines emphasizing speed and energy. The background features a large, stylized sun partially obscured by a circular frame, casting dramatic shadows on the sandy terrain. The scene is set against a deep purple sky, adding a sense of drama and intensity. The car's design includes exaggerated features such as a prominent rear spoiler and large wheels, typical of the hot rod genre. The overall aesthetic is reminiscent of vintage automotive posters, with a modern twist through the flat design technique.",https://image.lexica.art/full_jpg/00017a5e-5245-40f3-b1e4-61f4a8df9048,768,512,lexica.art
24,0001857e-4abe-47f3-88be-0b76e4b427e7,"Little Miss is sitting on her Tuffet in a serene, sunlit meadow, enjoying a bowl of curds and whey. She wears a vibrant, flowing red dress with intricate patterns, complemented by striped stockings. Her hair is styled in a whimsical, curly updo adorned with flowers. The setting is a picturesque landscape with lush green hills and distant mountains under a soft, golden sky. The scene is bathed in warm, cinematic lighting that enhances the dreamy, fairy-tale atmosphere. This is a high-resolution, matte fantasy painting with a touch of vintage charm, reminiscent of works found on DeviantArt and Artstation. The artist's style draws inspiration from the likes of Jason Felix, Steve Argyle, Tyler Jacobson, and Peter Mohrbacher.",https://krea-prod-v1-generations.s3.us-east-1.amazonaws.com/images/0001857e-4abe-47f3-88be-0b76e4b427e7.png,512,512,stablediffusionweb.com
25,0001a9b6-417c-426c-b25b-9b8f1e14aba1,"Jean-Claude Van Damme as a lionhearted warrior in his final battle against Attila, with intense sunlight casting dramatic shadows across his muscular physique, set against a rugged, desert landscape under a clear blue sky. The image should have a hyper-realistic texture, capturing every detail of his sweat-drenched skin and the fierce determination etched on his face. Use a cinematic style with high contrast and vibrant colors to emphasize the epic nature of the scene.",https://image.lexica.art/full_jpg/0001a9b6-417c-426c-b25b-9b8f1e14aba1,512,768,lexica.art
26,0001afc2-c42e-4a00-9cea-734d03483055,"A vintage muscle car in a desert landscape, emitting intense electric shockwaves from its rear, reminiscent of Mad Max's iconic vehicles. The car is adorned with futuristic gadgets on the roof, glowing red and blue lights, and surrounded by a dramatic burst of fire and smoke. The scene is set against a twilight sky, with the car's hood reflecting vibrant hues of orange, pink, and purple. The overall atmosphere is dynamic and action-packed, capturing the essence of a high-octane chase.",https://image.lexica.art/full_jpg/0001afc2-c42e-4a00-9cea-734d03483055,512,768,lexica.art
27,0001ca3e-ad63-4698-a0ed-10db33efb262,"A painting of a fallen angel in a striking pose, wearing a purple leather jacket and matching sparkly bikini by Alexander Cabanel. The angel's wings are large and detailed, with a gradient of purple hues. The background features a dramatic sky with soft, ethereal clouds, illuminated by a warm, golden light that casts a glowing effect on the figure. The overall mood is both seductive and ethereal, with a focus on the intricate details of the costume and the angel's confident stance.",https://image.lexica.art/full_jpg/0001ca3e-ad63-4698-a0ed-10db33efb262,1024,1536,lexica.art
28,0001cd84-b0ff-4eea-ab22-77cb7f7d1621,"A highly detailed Unreal Engine render of a man with a long accordion-neck, characterized by intricate character design. The scene is set against a minimalist gray background, emphasizing the subject's unique anatomy. The lighting is soft and diffused, casting gentle shadows that highlight the texture of the accordion and the man's clothing. The character is dressed in a white shirt and black pants, holding a wooden stick in his hand. The overall mood is surreal and artistic, with a focus on the blend of human and mechanical elements. The composition is balanced, with the subject positioned slightly off-center to create a sense of depth and intrigue.",https://krea-prod-v1-generations.s3.us-east-1.amazonaws.com/images/0001cd84-b0ff-4eea-ab22-77cb7f7d1621.png,512,512,stablediffusionweb.com
30,0001eb29-025e-46ce-8800-47197b840727,"A powerful and imposing figure of Darkseid, the tyrannical ruler of the planet Apokolips, standing confidently with his arms crossed. He wears a dark blue and gold suit adorned with intricate armor details, a red star emblem on his chest, and a helmet with glowing red eyes. The background is a dramatic blend of deep purples and pinks, creating a sense of ominous power and authority. The lighting highlights the muscular definition of his physique, emphasizing his strength and dominance. The overall composition is rich and detailed, capturing the essence of Darkseid's formidable presence.",https://image.lexica.art/full_jpg/0001eb29-025e-46ce-8800-47197b840727,512,768,lexica.art
32,00021a54-2f91-44e2-89e8-26c7d002cc10,"A charming, adorable baby owl encased in a shimmering crystal ball, with high-poly eyes that glow with a radiant aura. The intricate details of its feathers are highly detailed and vibrant, capturing every texture and color. The background is a deep, dark gradient that enhances the luminosity of the owl and crystal ball, creating a mystical and enchanting atmosphere. The overall composition is highly detailed and conceptually rich, reminiscent of ArtStation's trending works, rendered in ultra-high resolution at 8K.",https://image.lexica.art/full_jpg/00021a54-2f91-44e2-89e8-26c7d002cc10,512,768,lexica.art
33,000221c4-df36-4174-bd0f-0d902f133454,"A highly detailed mecha human cyborg with sleek, futuristic design elements. The robot features a striking orange and black color scheme, with intricate mechanical details and glowing accents. The setting is a dimly lit, modern industrial space with soft, diffused lighting casting subtle shadows. The cyborg's pose is dynamic, with one leg slightly bent and the other extended forward, giving a sense of motion and readiness. The background includes a large window allowing natural light to stream in, contrasting with the darker interior. The overall mood is intense and high-tech, with a focus on advanced technology and precision engineering.",https://image.lexica.art/full_jpg/000221c4-df36-4174-bd0f-0d902f133454,512,768,lexica.art
35,00023250-2417-44d3-b470-8014e53408e3,"A majestic circular agora of ancient Greece bathed in warm, golden light at night, leading to a futuristic portal that opens into a vast array of virtual worlds and immersive 360 environments. The architecture features intricate columns adorned with classical motifs, set against a backdrop of silhouetted palm trees and distant mountains under a twilight sky. The scene is illuminated by soft, ambient lighting that highlights the textures of the stone and creates a serene yet mysterious atmosphere, inviting viewers into a blend of historical grandeur and modern digital exploration.",https://image.lexica.art/full_jpg/00023250-2417-44d3-b470-8014e53408e3,512,768,lexica.art
37,00028018-b73f-4625-930b-13f9ed8673cc,"A beautiful anime girl with short, flowing white hair, wearing a pristine white lab coat adorned with intricate emblems and a name tag, paired with sleek black-rimmed glasses. She holds a clipboard with detailed scientific notes, standing confidently inside a modern, dimly lit research facility. The setting exudes a high-tech ambiance with soft, ambient lighting casting gentle shadows on her face and attire. The character's portrait is highly detailed, with a focus on smooth, sharp textures and a vibrant color palette. The artwork is reminiscent of a digital painting style, capturing the essence of concept art with a touch of elegance and sophistication. The scene is set in the 1960s, evoking a sense of nostalgia and precision. The overall mood is professional yet approachable, with a blend of modern and retro elements. This illustration is inspired by the artistry of Wlop, Charlie Bowater, and Alexandra Fomina.",https://image.lexica.art/full_jpg/00028018-b73f-4625-930b-13f9ed8673cc,512,768,lexica.art
39,00028dde-a612-4139-b0e7-cce86dedb1b8,"A stunning NFT collection featuring a full-body depiction of a marijuana goddess character in a cinematic style. The image showcases a close-up, macro photography of a beautifully detailed marijuana bud with intricate trichomes and densely packed buds, illuminated under neon blacklight. The character is adorned with sacred DMT weed-themed jewelry and accessories, exuding a mystical and visionary aura. The artwork is rendered in vibrant, high-contrast colors with a mix of warm and cool tones, capturing the essence of a superheroine in a fantastical setting. The composition follows the rule of thirds and the golden ratio, with a focus on the subject's face and upper body. The background is filled with alien plants and glowing elements, enhancing the otherworldly and sacred atmosphere. The piece is signed by renowned artists Greg Rutkowski, Android Jones, and Artgerm, and features a chroma key effect to emphasize the subject.",https://image.lexica.art/full_jpg/00028dde-a612-4139-b0e7-cce86dedb1b8,768,512,lexica.art
40,00028fc2-6567-4703-a989-4e9835769d19,"A highly detailed portrait of a male bandit, wearing a black and gold helmet with intricate designs, set against a warm, golden background. His piercing yellow eyes are the focal point, reflecting a sense of intensity and mystery. The portrait is rendered in a fantasy style, reminiscent of digital paintings found on ArtStation, with smooth, sharp focus and rich, vibrant colors. The artwork captures the essence of concept art, blending elements from artists such as Artgerm, Greg Rutkowski, Tetsuya Nomura, Makoto Shinkai, Boris Vallejo, and Stephen Bliss. The lighting is dramatic, casting dynamic shadows that enhance the texture of his skin and the metallic sheen of his attire. The overall mood is one of intrigue and power, with a touch of elegance and sophistication.",https://image.lexica.art/full_jpg/00028fc2-6567-4703-a989-4e9835769d19,640,640,lexica.art
41,0002a95f-97d2-4f96-bbf5-c50229fcb8dc,"A stunning, modern, four-bedroom house in a sleek, contemporary style reminiscent of Florida's high-end architecture. The exterior features clean lines, large glass windows, and a striking contrast between white and dark blue panels. The house is surrounded by lush greenery, including manicured hedges and vibrant flower beds, creating a serene and luxurious atmosphere. The scene is bathed in soft, natural light, highlighting the reflective surfaces and the intricate details of the design. The overall mood is one of sophistication and tranquility, with a focus on both aesthetics and functionality.",https://image.lexica.art/full_jpg/0002a95f-97d2-4f96-bbf5-c50229fcb8dc,512,768,lexica.art
42,0002d351-40cc-4ab5-a6e9-643cccc25a21,"A highly detailed, 4K masterpiece of a manga-style girl with robotic features, wearing a black bikini and thigh-high boots, sitting confidently on the beach. Her long, dark hair flows freely, and she has striking red eyes. The background showcases a stunning landscape with a large, glowing moon dominating the sky, casting a soft, ethereal light over the scene. The setting is reminiscent of the intense, atmospheric world of Gantz, with a sense of mystery and tension. The overall mood is captivating and visually rich, with intricate details and vibrant colors enhancing the composition.",https://image.lexica.art/full_jpg/0002d351-40cc-4ab5-a6e9-643cccc25a21,512,768,lexica.art
43,0002ed1e-d401-4cc4-a3c5-2224430ca05f,"Create a detailed character concept of a young woman with long, flowing black hair adorned with red ribbons and intricate gold accents. Her skin is smooth and glowing, with rosy cheeks and defined facial features. She wears a traditional, elegant outfit with a high collar and intricate patterns, primarily in dark tones with gold trim. The background is softly lit, creating a warm and inviting atmosphere. The overall style should be highly detailed and realistic, capturing the essence of a character from a fantasy or historical setting.",https://image.lexica.art/full_jpg/0002ed1e-d401-4cc4-a3c5-2224430ca05f,512,768,lexica.art
45,00030539-2824-4c44-a3d7-38758c921f0e,"A close-up portrait of a vibrant, bioluminescent jellyfish with a dichroic orchid skull and a betta fish swimming nearby. The jellyfish's translucent body reveals intricate internal structures, while its tentacles shimmer with a gradient of purple, blue, and pink hues. The background features blurred, glowing orange and yellow coral-like formations, creating a dreamy underwater ambiance. The artwork is signed by Tooth Wu, wlop, and Beeple, rendered in high detail using Octane Render, with a cinematic and hyper-realistic style. The composition is symmetrical and very coherent, trending on ArtStation, reminiscent of Greg Rutkowski's work.",https://image.lexica.art/full_jpg/00030539-2824-4c44-a3d7-38758c921f0e,512,768,lexica.art
46,0003319d-62a2-4267-964f-bec816a90ca7,"A full-body portrait of a muscular, anthropomorphic Rottweiler-human hybrid wearing a vibrant New York baseball team uniform in the style of Zootopia. The character stands confidently with hands on hips, exuding strength and determination. The uniform features bold orange and blue colors with white accents, and the number ""27"" prominently displayed on the chest. The background is a simple, gradient blue sky, which highlights the character's detailed fur texture and realistic muscle definition. The scene is rendered in high-fidelity 3D using Unreal Engine 5, with dynamic lighting that casts soft shadows, enhancing the overall depth and realism of the image.",https://image.lexica.art/full_jpg/0003319d-62a2-4267-964f-bec816a90ca7,512,768,lexica.art
47,00033717-47d1-43b7-8a3b-c2ff963b67da,"A close-up of Sayori from Dream Daddy: A Dad's Love Story, wearing her school uniform with a pink bow in her hair. Her eyes are a striking shade of blue, and she has a warm, inviting smile. The background is softly lit with bokeh lights, creating a dreamy and nostalgic atmosphere. The colors are vibrant, with a focus on purples and pinks, and the lighting highlights her features beautifully, giving the image a soft, glowing effect.",https://image.lexica.art/full_jpg/00033717-47d1-43b7-8a3b-c2ff963b67da,512,768,lexica.art
49,00035df8-b721-42df-b511-ac16d89fadb0,"A detailed, vibrant painting of a sensitive yet strong African-Korean man tracer wearing a stylish blue suit with yellow accents, standing confidently on a picturesque beach with golden sand and turquoise waters in the background. The scene is bathed in bright, natural sunlight, casting sharp shadows and highlighting the bold, organic brushstrokes typical of Greg Manchess's style. The composition features a medium shot, emphasizing the subject's powerful presence against the dramatic coastal landscape. The artwork is reminiscent of street art trends, with its bold shapes and hard edges, and it captures the essence of the artist's signature technique, blending elements of Greg Rutkowski, Alphonse Mucha, and other renowned artists for a unique, striking piece.",https://image.lexica.art/full_jpg/00035df8-b721-42df-b511-ac16d89fadb0,512,768,lexica.art
51,000363ef-2a4a-41a0-bd2f-6f553db788c6,"A highly detailed black and white sketch of Black Panther, showcasing intricate linework and shading that highlights his muscular physique and iconic mask. The artwork features a dramatic lighting effect that accentuates the contours of his face and body, creating a sense of depth and intensity. The background is minimalist, ensuring all focus remains on the character's powerful presence. The style is reminiscent of comic book illustrations, with bold lines and a monochromatic color scheme that emphasizes contrast and texture.",https://image.lexica.art/full_jpg/000363ef-2a4a-41a0-bd2f-6f553db788c6,512,768,lexica.art
52,0003918b-d57a-4ce6-b4fa-d1dc6d7c9057,"Anime girl with long, flowing brown hair adorned with green leaves, wearing a revealing white outfit with a leafy accessory, standing in front of a vibrant storefront with warm, glowing lights in the background. Her dark green eyes sparkle with a playful, mischievous glint, and her arms are raised playfully behind her head. The scene is set in an urban environment, with a lively and dynamic atmosphere. The artwork is meticulously detailed with professional cel-shading, clear manga pen work, and a high level of realism in the eyes and skin texture. The style is reminiscent of gelbooru, with a focus on manga and anime aesthetics, capturing the essence of a finished manga pin-up art piece.",https://image.lexica.art/full_jpg/0003918b-d57a-4ce6-b4fa-d1dc6d7c9057,512,768,lexica.art
53,00039c15-4240-491e-bd26-326298d52b86,"A stunningly beautiful and adorable oriental princess with youthful and attractive features, adorned in elegant white lace attire. Her flowing hair is intricately styled with delicate floral crowns, adding a touch of ethereal grace. The portrait captures her symmetrical face in exquisite detail, with soft, muted colors enhancing the serene and mystical atmosphere. The lighting is gentle and diffused, casting subtle highlights that accentuate her delicate features and the intricate textures of her clothing and hair. This character concept art is reminiscent of the style found on ArtStation and CGSociety, showcasing high-quality digital painting techniques that bring the princess to life with a sense of timeless beauty and elegance.",https://krea-prod-v1-generations.s3.us-east-1.amazonaws.com/images/00039c15-4240-491e-bd26-326298d52b86.png,512,704,stablediffusionweb.com
54,0003aa57-8bf3-4805-b664-b4931c56b918,"A surreal landscape featuring towering, moss-covered cliffs with a futuristic, tunnel-like structure embedded within them. The scene is bathed in soft, diffused sunlight, casting long shadows across the turquoise waters below. The sky is a gradient of light blue, transitioning to a hazy white, adding to the ethereal atmosphere. The foreground includes a sandy beach with scattered rocks and patches of vibrant green vegetation. The overall mood is one of tranquility and wonder, with a touch of otherworldly beauty.",https://image.lexica.art/full_jpg/0003aa57-8bf3-4805-b664-b4931c56b918,512,768,lexica.art
56,000400fd-7725-4483-987e-8b535959f5d4,"A highly detailed 2023 portrait of a woman wearing large, illuminated headphones with a vibrant, fiery glow emanating from them. The headphones feature a bold, red and yellow logo with a stylized ""T"" at the center. The background transitions from deep purple to a warm, fiery red, creating a dramatic contrast. The woman's makeup is striking, with bold red lipstick and dramatic eye makeup, adding to the intense and surreal atmosphere. The overall style is pop surrealism, reminiscent of Christian Hilfgott Brand's work, with a high level of detail and a cinematic quality. The image is rendered in a high-definition format, capturing every texture and light effect with precision. The composition is centered on the woman's face, drawing the viewer's attention to her intense gaze and the glowing headphones.",https://image.lexica.art/full_jpg/000400fd-7725-4483-987e-8b535959f5d4,512,768,lexica.art
57,00040389-b576-48ca-8d71-33f138ff6844,"A vibrant anime-style girl with fiery orange hair tied in a ponytail and striking purple eyes stands confidently against a serene sky backdrop. She is dressed in a detailed blue school uniform with white accents, adorned with badges and a belt holding various items. The girl holds a futuristic-looking gun over her shoulder, pointing it directly at the viewer. The scene is bathed in warm, golden sunlight, casting dynamic shadows and highlighting the intricate details of her outfit and the gun. The overall mood is intense yet captivating, blending elements of action and fantasy.",https://image.lexica.art/full_jpg/00040389-b576-48ca-8d71-33f138ff6844,512,768,lexica.art
